timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2025-11-26 17:30:00,138.7,139.92,138.35,139.85,86262.171,2025-11-26 17:44:59.999,12017771.97989,57958,53889.191,7508640.76114
2025-11-26 17:45:00,139.85,141.04,139.82,140.75,104005.32,2025-11-26 17:59:59.999,14624424.04014,51800,65988.419,9276583.36911
2025-11-26 18:00:00,140.76,142.66,140.7,142.52,173170.468,2025-11-26 18:14:59.999,24543574.48371,70213,94030.576,13324911.46891
2025-11-26 18:15:00,142.52,144.31,142.5,144.19,256930.67,2025-11-26 18:29:59.999,36898251.85597,66084,118431.391,17008381.30882
2025-11-26 18:30:00,144.2,144.36,142.87,143.14,125091.177,2025-11-26 18:44:59.999,17942978.01619,53251,46022.854,6599107.84607
2025-11-26 18:45:00,143.14,144.71,143.13,144.63,93942.81,2025-11-26 18:59:59.999,13541073.47475,32380,46128.064,6648223.43903
2025-11-26 19:00:00,144.64,144.75,143.72,143.79,103996.556,2025-11-26 19:14:59.999,15002228.12058,39314,37948.195,5475014.35277
2025-11-26 19:15:00,143.8,144.42,143.67,144.14,43542.248,2025-11-26 19:29:59.999,6273950.3207,28306,20136.534,2901156.64384
2025-11-26 19:30:00,144.14,144.67,144.02,144.4,37737.278,2025-11-26 19:44:59.999,5446283.59916,22414,16648.63,2402857.38158
2025-11-26 19:45:00,144.4,144.5,143.82,143.99,39221.221,2025-11-26 19:59:59.999,5654859.31504,19361,14343.952,2068369.40574
2025-11-26 20:00:00,143.99,144.03,142.8,143.54,49193.762,2025-11-26 20:14:59.999,7054273.48644,27903,18215.205,2611897.72639
2025-11-26 20:15:00,143.54,143.62,142.99,143.35,25386.992,2025-11-26 20:29:59.999,3637087.35732,17975,10666.814,1527979.28409
2025-11-26 20:30:00,143.35,143.54,142.64,142.74,40228.002,2025-11-26 20:44:59.999,5752981.66001,19116,17332.589,2478591.05304
2025-11-26 20:45:00,142.74,143.17,142.53,142.91,39125.1,2025-11-26 20:59:59.999,5592229.2585,19373,25372.701,3627376.41377
2025-11-26 21:00:00,142.9,143.39,142.85,143.11,32894.336,2025-11-26 21:14:59.999,4706692.73055,14592,23335.026,3338791.83455
2025-11-26 21:15:00,143.11,143.91,142.87,143.8,28311.727,2025-11-26 21:29:59.999,4060814.26923,17371,16474.001,2363024.0788
2025-11-26 21:30:00,143.8,144.21,143.78,143.93,30631.516,2025-11-26 21:44:59.999,4410316.65598,16155,14206.418,2045222.29762
2025-11-26 21:45:00,143.94,144.23,143.51,143.53,20987.396,2025-11-26 21:59:59.999,3020963.07546,13106,8912.444,1283692.21037
2025-11-26 22:00:00,143.52,144.11,143.33,143.71,56273.414,2025-11-26 22:14:59.999,8088487.98097,17103,25252.642,3628466.83189
2025-11-26 22:15:00,143.71,143.92,143.02,143.37,30730.252,2025-11-26 22:29:59.999,4410234.10796,16162,16430.853,2358377.00495
2025-11-26 22:30:00,143.37,143.55,143.02,143.04,17618.902,2025-11-26 22:44:59.999,2525099.57855,10244,9558.409,1370476.68177
2025-11-26 22:45:00,143.04,143.24,142.8,143.06,42996.306,2025-11-26 22:59:59.999,6148736.59522,12626,12457.058,1781993.31199
2025-11-26 23:00:00,143.05,143.45,142.85,143.3,27924.174,2025-11-26 23:14:59.999,4001271.42985,14695,18458.278,2645275.14533
2025-11-26 23:15:00,143.29,143.29,142.64,142.67,18253.596,2025-11-26 23:29:59.999,2611453.28847,11492,5598.009,800977.09658
2025-11-26 23:30:00,142.67,142.92,142.51,142.79,17699.394,2025-11-26 23:44:59.999,2524860.36098,11080,9465.276,1350346.1694
2025-11-26 23:45:00,142.79,143.13,142.74,143.02,16220.041,2025-11-26 23:59:59.999,2318953.6565,9527,7961.258,1138193.93955
2025-11-27 00:00:00,143.01,143.25,142.23,142.27,35631.371,2025-11-27 00:14:59.999,5080606.31029,17049,10482.542,1494986.17264
2025-11-27 00:15:00,142.27,142.89,142.24,142.63,19428.199,2025-11-27 00:29:59.999,2770950.2848,10849,9421.886,1343991.90013
2025-11-27 00:30:00,142.63,143.22,142.59,143.06,12184.268,2025-11-27 00:44:59.999,1741741.27373,10969,7629.801,1090917.75831
2025-11-27 00:45:00,143.06,143.75,142.76,142.83,29525.754,2025-11-27 00:59:59.999,4229582.18383,15578,18879.151,2705408.01896
2025-11-27 01:00:00,142.84,143.7,142.69,142.88,35902.448,2025-11-27 01:14:59.999,5139091.84087,23470,17688.035,2531450.9305
2025-11-27 01:15:00,142.88,142.97,142.13,142.34,17638.381,2025-11-27 01:29:59.999,2512438.06187,16301,7252.685,1033194.6722
2025-11-27 01:30:00,142.33,142.65,142.07,142.63,12907.933,2025-11-27 01:44:59.999,1837476.44544,11530,5220.882,743589.92903
2025-11-27 01:45:00,142.63,143.51,142.41,143.31,26444.163,2025-11-27 01:59:59.999,3783379.08764,13376,14183.455,2029094.18707
2025-11-27 02:00:00,143.3,143.41,142.8,143.18,23811.094,2025-11-27 02:14:59.999,3408940.78342,16502,8741.775,1251209.26006
2025-11-27 02:15:00,143.18,143.76,143.06,143.71,26405.283,2025-11-27 02:29:59.999,3787938.21972,18214,14611.202,2095984.77473
2025-11-27 02:30:00,143.7,144.14,143.39,143.94,31062.834,2025-11-27 02:44:59.999,4466674.74559,21377,16322.025,2347116.73787
2025-11-27 02:45:00,143.93,144.01,143.0,143.0,36862.25,2025-11-27 02:59:59.999,5287907.49368,22719,13057.891,1873560.60895
2025-11-27 03:00:00,143.0,143.64,142.85,143.39,38467.996,2025-11-27 03:14:59.999,5513066.81706,19008,24983.635,3580628.68474
2025-11-27 03:15:00,143.39,143.72,143.1,143.1,27843.063,2025-11-27 03:29:59.999,3995307.59031,12717,7847.727,1126076.26763
2025-11-27 03:30:00,143.1,143.1,142.59,142.78,29945.099,2025-11-27 03:44:59.999,4276647.90377,18152,8236.807,1176344.84494
2025-11-27 03:45:00,142.79,142.84,142.35,142.52,23583.679,2025-11-27 03:59:59.999,3361579.09563,14178,10826.229,1542975.54281
2025-11-27 04:00:00,142.52,143.02,142.33,142.87,28992.17,2025-11-27 04:14:59.999,4134694.63162,13441,13540.281,1932023.31596
2025-11-27 04:15:00,142.87,143.03,142.46,142.51,13702.972,2025-11-27 04:29:59.999,1956506.28967,12124,7376.593,1053456.55969
2025-11-27 04:30:00,142.5,142.96,142.39,142.78,9357.615,2025-11-27 04:44:59.999,1334624.80908,10381,4507.895,642980.28026
2025-11-27 04:45:00,142.79,142.95,142.76,142.87,13151.294,2025-11-27 04:59:59.999,1878658.6208,9115,7607.923,1086749.80111
2025-11-27 05:00:00,142.86,143.21,142.7,143.06,16298.676,2025-11-27 05:14:59.999,2329957.64443,13493,11046.309,1579480.90298
2025-11-27 05:15:00,143.07,143.49,142.87,143.13,16928.239,2025-11-27 05:29:59.999,2424179.60886,12708,11451.314,1639903.39759
2025-11-27 05:30:00,143.12,143.21,142.58,142.7,27556.384,2025-11-27 05:44:59.999,3936652.58075,15918,12809.941,1830199.03334
2025-11-27 05:45:00,142.71,142.84,142.55,142.77,17644.896,2025-11-27 05:59:59.999,2517821.82239,9817,7144.571,1019477.80129
